ATRI:524,5149986526103
ATRA:2,309989959839356
ATHX:0,761093393574297
ARKO:7,961395582329315
ATRC:43,70407630321286
ATOS:0,8035742971887551
AURA:10,155763052208833
ATEX:32,16957632329319
ATOM:7,060162650602413
AUVI:58,86805220481927
AVNW:31,750843321285142
ATLCL:22,178755038152616
AUDC:12,058494000000003
ATXS:10,033744981927711
ATLCP:19,84155218273092
ATLO:19,7699999678715
AUR:2,0634136546184756
AUBN:22,14493978915663
AXNX:56,07042159839361
AVAH:1,4009759036144582
AUBAP:21,632295997991978
AUID:5,9870923694779155
AXSM:70,23357224096387
AVID:27,12565261210763
ABNB:122,36257021887546
AVHIU:10,536706827309208
AVRO:1,2318473895582325
AXDX:6,469799196787148
AUUD:0,5740562248995985
AXON:203,54325340361447
BBLGW:2,0783152610441773
AZPN:192,77973858835335
AXTI:3,3448594377510044
BBQ:17,239999999999892
AY:23,79430726907632
AZ:1,6815361445783135
BBCP:7,458957831325301
BBGI:0,9583935742971889
BAOS:5,668989957831328
BATRA:38,49871677911649
BANR:50,05363460642568
BAND:14,878102407630523
AZN:68,5818273694779
BBLG:4,167558232931728
BBSI:92,72620495983938
AZTA:49,19829324698793
BBIG:4,062575096385541
BANX:17,319899656626504
BATRK:36,14126900200804
AYRO:4,190803212851405
BASE:16,0164859437751
BAFN:14,244524096385549
BANF:87,75692776907627
BBIO:20,066383552208823
ABMD:381,05399479999994
